GEOID,NAME,variable,estimate,moe
0116600,"Collinsville town, Alabama",B19013_001,38438,17363
0116684,"Colony town, Alabama",B19013_001,36250,14889
0116744,"Columbia town, Alabama",B19013_001,61875,18244
0116768,"Columbiana city, Alabama",B19013_001,58214,22487
0116936,"Concord CDP, Alabama",B19013_001,72724,16276
0117176,"Coosada town, Alabama",B19013_001,63365,13039
0117368,"Cordova city, Alabama",B19013_001,36339,2938
0117704,"Cottondale CDP, Alabama",B19013_001,54688,27360
0117824,"Cottonwood town, Alabama",B19013_001,31591,4448
0117968,"County Line town, Alabama",B19013_001,85625,54083
0118040,"Courtland town, Alabama",B19013_001,39900,13409
0118088,"Cowarts town, Alabama",B19013_001,56845,7598
0118304,"Creola city, Alabama",B19013_001,63125,17848
0118856,"Crossville town, Alabama",B19013_001,47750,17600
0118952,"Cuba town, Alabama",B19013_001,73333,13116
0118976,"Cullman city, Alabama",B19013_001,59982,11424
0119024,"Cullomburg CDP, Alabama",B19013_001,NA,NA
0119216,"Cusseta town, Alabama",B19013_001,75729,38093
0119336,"Dadeville city, Alabama",B19013_001,46477,27517
0119360,"Daleville city, Alabama",B19013_001,42969,9364
0119648,"Daphne city, Alabama",B19013_001,80657,4433
0119744,"Dauphin Island town, Alabama",B19013_001,62000,16809
0119816,"Daviston town, Alabama",B19013_001,63438,30524
0119912,"Dayton town, Alabama",B19013_001,53125,36262
0120008,"Deatsville town, Alabama",B19013_001,106080,6717
0120104,"Decatur city, Alabama",B19013_001,55164,4000
0120152,"Deer Park CDP, Alabama",B19013_001,136563,93226
0120272,"Delta CDP, Alabama",B19013_001,NA,NA
0120296,"Demopolis city, Alabama",B19013_001,51364,18262
0120392,"Detroit town, Alabama",B19013_001,NA,NA
0120955,"Dodge City town, Alabama",B19013_001,53750,18693
0121136,"Dora city, Alabama",B19013_001,55189,19291
0121184,"Dothan city, Alabama",B19013_001,53704,1495
0121280,"Double Springs town, Alabama",B19013_001,31827,16043
0121328,"Douglas town, Alabama",B19013_001,48250,15604
0121448,"Dozier town, Alabama",B19013_001,43266,33555
0121890,"Dunnavant CDP, Alabama",B19013_001,64107,28013
0121952,"Dutton town, Alabama",B19013_001,NA,NA
0122088,"Eagle Point CDP, Alabama",B19013_001,147500,26564
0122216,"East Brewton city, Alabama",B19013_001,40353,11835
0122504,"East Point CDP, Alabama",B19013_001,78703,831
0122816,"Eclectic town, Alabama",B19013_001,52222,24540
0123032,"Edgewater CDP, Alabama",B19013_001,140679,96277
0123176,"Edwardsville town, Alabama",B19013_001,74688,25702
0123224,"Egypt CDP, Alabama",B19013_001,34779,25907
0123296,"Elba city, Alabama",B19013_001,41509,4001
0123320,"Elberta town, Alabama",B19013_001,47452,8419
0123344,"Eldridge town, Alabama",B19013_001,53333,28107
0123488,"Elkmont town, Alabama",B19013_001,42917,21163
0123656,"Elmore town, Alabama",B19013_001,29946,23446
0123872,"Emelle town, Alabama",B19013_001,NA,NA
0123880,"Emerald Mountain CDP, Alabama",B19013_001,121466,34798
0124184,"Enterprise city, Alabama",B19013_001,64888,4447
0124256,"Epes town, Alabama",B19013_001,NA,NA
0124280,"Equality CDP, Alabama",B19013_001,NA,NA
0124472,"Ethelsville town, Alabama",B19013_001,67083,64648
0124568,"Eufaula city, Alabama",B19013_001,39511,6560
0124616,"Eunola CDP, Alabama",B19013_001,35038,16306
0124664,"Eutaw town, Alabama",B19013_001,33371,3473
0124688,"Eva town, Alabama",B19013_001,96071,27860
0124808,"Evergreen city, Alabama",B19013_001,37679,9234
0124880,"Excel town, Alabama",B19013_001,64926,23439
0125120,"Fairfield city, Alabama",B19013_001,45646,6149
0125216,"Fairford CDP, Alabama",B19013_001,NA,NA
0125240,"Fairhope city, Alabama",B19013_001,85456,12862
0125384,"Fairview town, Alabama",B19013_001,42500,24227
0125648,"Falkville town, Alabama",B19013_001,42863,8564
0125816,"Faunsdale town, Alabama",B19013_001,NA,NA
0125840,"Fayette city, Alabama",B19013_001,32375,6100
0125864,"Fayetteville CDP, Alabama",B19013_001,72058,44558
0126152,"Fitzpatrick CDP, Alabama",B19013_001,NA,NA
0126200,"Five Points town, Alabama",B19013_001,76667,33895
0126824,"Flomaton town, Alabama",B19013_001,37500,14542
0126848,"Florala town, Alabama",B19013_001,30313,15994
0126896,"Florence city, Alabama",B19013_001,47048,4142
0126992,"Foley city, Alabama",B19013_001,60090,5015
0127088,"Forestdale CDP, Alabama",B19013_001,62908,9547
0127376,"Forkland town, Alabama",B19013_001,28367,9451
0127520,"Fort Deposit town, Alabama",B19013_001,20542,9452
0127616,"Fort Payne city, Alabama",B19013_001,44549,5716
0127640,"Fort Rucker CDP, Alabama",B19013_001,72681,8233
0128024,"Franklin town, Alabama",B19013_001,81103,5885
0128120,"Fredonia CDP, Alabama",B19013_001,NA,NA
0128312,"Frisco City town, Alabama",B19013_001,33893,9228
0128408,"Fruitdale CDP, Alabama",B19013_001,NA,NA
0128432,"Fruithurst town, Alabama",B19013_001,54545,26190
0128504,"Fulton town, Alabama",B19013_001,56205,15538
0128552,"Fultondale city, Alabama",B19013_001,72741,11200
0128672,"Fyffe town, Alabama",B19013_001,36964,17781
0128696,"Gadsden city, Alabama",B19013_001,39696,2004
0128768,"Gainesville town, Alabama",B19013_001,NA,NA
0128816,"Gallant CDP, Alabama",B19013_001,50574,42971
0128936,"Gantt town, Alabama",B19013_001,9786,9279
0129032,"Garden City town, Alabama",B19013_001,54318,7117
0129056,"Gardendale city, Alabama",B19013_001,78719,6161
0129296,"Gaylesville town, Alabama",B19013_001,38750,14142
0129392,"Geiger town, Alabama",B19013_001,40000,18776
0129464,"Geneva city, Alabama",B19013_001,44756,17855
0129560,"Georgiana town, Alabama",B19013_001,27375,10581
0129608,"Geraldine town, Alabama",B19013_001,51923,19303
0129704,"Gilbertown town, Alabama",B19013_001,65929,4237
0129944,"Glen Allen town, Alabama",B19013_001,43370,7272
0129992,"Glencoe city, Alabama",B19013_001,68893,9002
0130160,"Glenwood town, Alabama",B19013_001,38056,3139
0130448,"Goldville town, Alabama",B19013_001,52500,49916
0130496,"Good Hope city, Alabama",B19013_001,68500,29252
0130640,"Goodwater town, Alabama",B19013_001,35724,7045
0130736,"Gordo town, Alabama",B19013_001,54688,15559
0130760,"Gordon town, Alabama",B19013_001,41500,34470
0130808,"Gordonville town, Alabama",B19013_001,45469,20813
0130880,"Goshen town, Alabama",B19013_001,39722,13054
0131000,"Graham CDP, Alabama",B19013_001,NA,NA
0131024,"Grand Bay CDP, Alabama",B19013_001,72125,24844
0131096,"Grant town, Alabama",B19013_001,81875,26326
0131348,"Grayson Valley CDP, Alabama",B19013_001,58090,11564
0131384,"Graysville city, Alabama",B19013_001,65671,24968
0131720,"Greensboro city, Alabama",B19013_001,24820,6830
0131912,"Greenville city, Alabama",B19013_001,39087,3678
0132056,"Grimes town, Alabama",B19013_001,44063,23430
0132080,"Grove Hill town, Alabama",B19013_001,46218,11708
0132224,"Guin city, Alabama",B19013_001,48587,15264
0132248,"Gulfcrest CDP, Alabama",B19013_001,31250,27063
0132272,"Gulf Shores city, Alabama",B19013_001,62021,5929
0132416,"Guntersville city, Alabama",B19013_001,61453,6599
0132440,"Gurley town, Alabama",B19013_001,58333,19896
0132536,"Gu-Win town, Alabama",B19013_001,37250,29850
0132560,"Hackleburg town, Alabama",B19013_001,34757,10319
0132584,"Hackneyville CDP, Alabama",B19013_001,NA,NA
0132656,"Haleburg town, Alabama",B19013_001,NA,NA
0132704,"Haleyville city, Alabama",B19013_001,52656,13742
0132848,"Hamilton city, Alabama",B19013_001,50882,13288
0132896,"Hammondville town, Alabama",B19013_001,45250,12320
0132968,"Hanceville city, Alabama",B19013_001,34782,9366
0133064,"Hanover CDP, Alabama",B19013_001,102988,9276
0133256,"Harpersville town, Alabama",B19013_001,70919,10599
0133424,"Hartford city, Alabama",B19013_001,44977,13269
0133448,"Hartselle city, Alabama",B19013_001,64876,11838
0133472,"Harvest CDP, Alabama",B19013_001,96336,30293
0133544,"Hatton CDP, Alabama",B19013_001,250001,NA
0133640,"Hayden town, Alabama",B19013_001,80221,22723
0133712,"Hayneville town, Alabama",B19013_001,31136,18123
0133808,"Hazel Green CDP, Alabama",B19013_001,75625,19094
0133856,"Headland city, Alabama",B19013_001,80811,3795
0133904,"Heath town, Alabama",B19013_001,60857,11825
0133976,"Heflin city, Alabama",B19013_001,45288,12794
0134024,"Helena city, Alabama",B19013_001,107360,6504
0134096,"Henagar city, Alabama",B19013_001,44338,12834
0134480,"Highland Lake town, Alabama",B19013_001,57422,19622
0134490,"Highland Lakes CDP, Alabama",B19013_001,157868,31348
0134816,"Hillsboro town, Alabama",B19013_001,60917,14163
0134984,"Hissop CDP, Alabama",B19013_001,NA,NA
0135130,"Hobson CDP, Alabama",B19013_001,NA,NA
0135152,"Hobson City town, Alabama",B19013_001,46346,28704
0135200,"Hodges town, Alabama",B19013_001,53750,28858
0135392,"Hokes Bluff city, Alabama",B19013_001,72333,30902
0135512,"Hollins CDP, Alabama",B19013_001,39375,12550
0135536,"Hollis Crossroads CDP, Alabama",B19013_001,60489,11635
0135560,"Holly Pond town, Alabama",B19013_001,46250,9938
0135632,"Hollywood town, Alabama",B19013_001,52650,21654
0135704,"Holt CDP, Alabama",B19013_001,44135,6473
0135752,"Holtville CDP, Alabama",B19013_001,66292,12397
0135800,"Homewood city, Alabama",B19013_001,97366,17321
0135896,"Hoover city, Alabama",B19013_001,101765,4963
0136088,"Horn Hill town, Alabama",B19013_001,51250,24736
0136448,"Hueytown city, Alabama",B19013_001,64176,7933
0136592,"Huguley CDP, Alabama",B19013_001,41338,11713
0137000,"Huntsville city, Alabama",B19013_001,67874,2380
0137096,"Hurtsboro town, Alabama",B19013_001,40982,16158
0137264,"Hytop town, Alabama",B19013_001,65000,16892
0137312,"Ider town, Alabama",B19013_001,40577,9097
0137465,"Indian Springs Village city, Alabama",B19013_001,135114,14644
0137864,"Irondale city, Alabama",B19013_001,68869,5634
0138032,"Ivalee CDP, Alabama",B19013_001,38098,19156
0138152,"Jackson city, Alabama",B19013_001,52530,14167
0138248,"Jacksons' Gap town, Alabama",B19013_001,30417,10645
0138272,"Jacksonville city, Alabama",B19013_001,46451,3472
0138416,"Jasper city, Alabama",B19013_001,62850,8518
0138608,"Jemison city, Alabama",B19013_001,62907,6867
0139064,"Joppa CDP, Alabama",B19013_001,NA,NA
0139280,"Kansas town, Alabama",B19013_001,40833,25832
0139472,"Kellyton town, Alabama",B19013_001,61071,20869
0139520,"Kennedy town, Alabama",B19013_001,48333,18144
0139784,"Killen town, Alabama",B19013_001,60956,7251
0139856,"Kimberly city, Alabama",B19013_001,107670,15693
0140072,"Kinsey town, Alabama",B19013_001,51250,14038
0140096,"Kinston town, Alabama",B19013_001,39167,12542
0140648,"Ladonia CDP, Alabama",B19013_001,55000,15110
0140672,"La Fayette city, Alabama",B19013_001,32031,5802
0140888,"Lakeview town, Alabama",B19013_001,46500,15873
0140928,"Lake View town, Alabama",B19013_001,86552,11732
0141296,"Lanett city, Alabama",B19013_001,48125,10699
0141368,"Langston town, Alabama",B19013_001,53333,8322
0141968,"Leeds city, Alabama",B19013_001,67159,4078
0142016,"Leesburg town, Alabama",B19013_001,50769,18002
0142160,"Leighton town, Alabama",B19013_001,29792,11100
0142304,"Leroy CDP, Alabama",B19013_001,102500,71188
0142352,"Lester town, Alabama",B19013_001,61250,37604
0142472,"Level Plains town, Alabama",B19013_001,68086,11688
0142640,"Lexington town, Alabama",B19013_001,58542,8815
0142808,"Libertyville town, Alabama",B19013_001,76875,31301
0142928,"Lillian CDP, Alabama",B19013_001,63462,19787
0143120,"Lincoln city, Alabama",B19013_001,65042,8517
0143240,"Linden city, Alabama",B19013_001,35294,16167
0143264,"Lineville city, Alabama",B19013_001,35435,11073
0143336,"Lipscomb city, Alabama",B19013_001,46767,5832
0143384,"Lisman town, Alabama",B19013_001,40714,27735
0143648,"Littleville town, Alabama",B19013_001,51667,9151
0143720,"Livingston city, Alabama",B19013_001,20417,6350
0143744,"Loachapoka town, Alabama",B19013_001,51250,28832
0143816,"Lockhart town, Alabama",B19013_001,33250,13649
0143888,"Locust Fork town, Alabama",B19013_001,44688,22826
0144160,"Lookout Mountain CDP, Alabama",B19013_001,32071,21075
0144344,"Louisville town, Alabama",B19013_001,40721,7517
0144536,"Lowndesboro town, Alabama",B19013_001,65000,56679
0144608,"Loxley town, Alabama",B19013_001,89435,29151
0144728,"Luverne city, Alabama",B19013_001,52264,8899
0144800,"Lynn town, Alabama",B19013_001,38934,7014
0145040,"McCalla CDP, Alabama",B19013_001,85234,10487
0145208,"McDonald Chapel CDP, Alabama",B19013_001,56071,10431
0145316,"Macedonia CDP, Alabama",B19013_001,63947,60933
0145472,"McIntosh town, Alabama",B19013_001,83011,14425
0145496,"McKenzie town, Alabama",B19013_001,33571,16845
0145640,"McMullen town, Alabama",B19013_001,11771,4755
0145784,"Madison city, Alabama",B19013_001,118132,6355
0145904,"Madrid town, Alabama",B19013_001,48125,29675
0146072,"Magnolia Springs town, Alabama",B19013_001,88583,29936
0146192,"Malcolm CDP, Alabama",B19013_001,NA,NA
0146264,"Malvern town, Alabama",B19013_001,50662,12023
0146504,"Maplesville town, Alabama",B19013_001,39750,15176
0146600,"Marbury CDP, Alabama",B19013_001,77426,14779
0146696,"Margaret town, Alabama",B19013_001,83814,13385
0146768,"Marion city, Alabama",B19013_001,36618,15277
0147728,"Maytown town, Alabama",B19013_001,49141,5346
0147740,"Meadowbrook CDP, Alabama",B19013_001,141620,21129
0147848,"Megargel CDP, Alabama",B19013_001,NA,NA
0148052,"Memphis town, Alabama",B19013_001,NA,NA
0148064,"Mentone town, Alabama",B19013_001,39000,17298
0148112,"Meridianville CDP, Alabama",B19013_001,92443,8485
0148376,"Midfield city, Alabama",B19013_001,48219,7584
0148400,"Midland City town, Alabama",B19013_001,35682,8449
0148424,"Midway town, Alabama",B19013_001,32000,19473
0148616,"Mignon CDP, Alabama",B19013_001,32708,18972
0148712,"Millbrook city, Alabama",B19013_001,63521,9760
0148784,"Millerville CDP, Alabama",B19013_001,81875,47100
0148808,"Millport town, Alabama",B19013_001,68750,34435
0148832,"Millry town, Alabama",B19013_001,43229,11430
0149072,"Minor CDP, Alabama",B19013_001,29851,27635
0150000,"Mobile city, Alabama",B19013_001,48524,1887
0150192,"Monroeville city, Alabama",B19013_001,32040,7230
0150312,"Montevallo city, Alabama",B19013_001,56500,11454
0151000,"Montgomery city, Alabama",B19013_001,54166,1751
0151096,"Moody city, Alabama",B19013_001,77680,7850
0151216,"Moores Mill CDP, Alabama",B19013_001,88694,17665
0151264,"Mooresville town, Alabama",B19013_001,NA,NA
0151456,"Morris town, Alabama",B19013_001,91750,20113
0151469,"Morrison Crossroads CDP, Alabama",B19013_001,NA,NA
0151520,"Mosses town, Alabama",B19013_001,28100,6670
0151600,"Moulton city, Alabama",B19013_001,37614,3728
0151648,"Moundville town, Alabama",B19013_001,64643,21346
0151696,"Mountain Brook city, Alabama",B19013_001,167007,17490
0152320,"Mount Olive CDP (Coosa County), Alabama",B19013_001,51172,9754
0152344,"Mount Olive CDP (Jefferson County), Alabama",B19013_001,93102,21215
0152608,"Mount Vernon town, Alabama",B19013_001,41164,10887
0152680,"Movico CDP, Alabama",B19013_001,NA,NA
0152776,"Mulga town, Alabama",B19013_001,37692,7547
0152848,"Munford town, Alabama",B19013_001,47750,19619
0153016,"Muscle Shoals city, Alabama",B19013_001,70493,4642
0153112,"Myrtlewood town, Alabama",B19013_001,57500,52504
0153208,"Nanafalia CDP, Alabama",B19013_001,NA,NA
0153232,"Nances Creek CDP, Alabama",B19013_001,115299,58914
0153256,"Napier Field town, Alabama",B19013_001,43125,16627
0153376,"Natural Bridge town, Alabama",B19013_001,108750,13411
0153400,"Nauvoo town, Alabama",B19013_001,43214,5035
0153448,"Nectar town, Alabama",B19013_001,42396,10036
0153472,"Needham town, Alabama",B19013_001,76563,48396
0153784,"Newbern town, Alabama",B19013_001,33625,11396
0153856,"New Brockton town, Alabama",B19013_001,54643,18437
0154168,"New Hope city, Alabama",B19013_001,76680,32799
0154312,"New Market CDP, Alabama",B19013_001,61188,24462
0154432,"New Site town, Alabama",B19013_001,63571,11409
0154480,"Newton town, Alabama",B19013_001,64297,11125
0154582,"New Union CDP, Alabama",B19013_001,51346,30840
0154600,"Newville town, Alabama",B19013_001,31458,3129
0154696,"Nixburg CDP, Alabama",B19013_001,47644,11319
0155044,"North Courtland town, Alabama",B19013_001,30789,6000
0155152,"North Johns town, Alabama",B19013_001,44345,10189
0155200,"Northport city, Alabama",B19013_001,72286,10116
0155440,"Notasulga town, Alabama",B19013_001,52083,25650
0155752,"Oak Grove town, Alabama",B19013_001,56311,1543
0155848,"Oak Hill town, Alabama",B19013_001,NA,NA
0155992,"Oakman town, Alabama",B19013_001,24578,18478
0156400,"Odenville city, Alabama",B19013_001,72521,13838
0156472,"Ohatchee town, Alabama",B19013_001,68800,13931
0157000,"Oneonta city, Alabama",B19013_001,44167,7820
0157024,"Onycha town, Alabama",B19013_001,38333,28182
0157048,"Opelika city, Alabama",B19013_001,55218,7808
0157120,"Opp city, Alabama",B19013_001,42956,5710
0157144,"Orange Beach city, Alabama",B19013_001,90402,6522
0157240,"Orrville town, Alabama",B19013_001,19643,4371
0157384,"Our Town CDP, Alabama",B19013_001,86983,49284
0157504,"Owens Cross Roads town, Alabama",B19013_001,70750,9741
0157576,"Oxford city, Alabama",B19013_001,66031,4000
0157648,"Ozark city, Alabama",B19013_001,47407,4727
0157696,"Paint Rock town, Alabama",B19013_001,59583,20108
0157912,"Panola CDP, Alabama",B19013_001,NA,NA
0158272,"Parrish town, Alabama",B19013_001,30588,17896
0158680,"Pea Ridge CDP, Alabama",B19013_001,67321,26103
0158848,"Pelham city, Alabama",B19013_001,94108,10403
0158896,"Pell City city, Alabama",B19013_001,71027,7179
0158968,"Pennington town, Alabama",B19013_001,28362,6397
0159016,"Penton CDP, Alabama",B19013_001,NA,NA
0159064,"Perdido CDP, Alabama",B19013_001,37461,22723
0159088,"Perdido Beach town, Alabama",B19013_001,76389,17326
0159232,"Peterman CDP, Alabama",B19013_001,NA,NA
0159328,"Petrey town, Alabama",B19013_001,64688,28541
0159472,"Phenix City city, Alabama",B19013_001,46944,3475
0159496,"Phil Campbell town, Alabama",B19013_001,26094,9453
0159592,"Pickensville town, Alabama",B19013_001,45926,15188
0159640,"Piedmont city, Alabama",B19013_001,44944,9390
0159760,"Pike Road town, Alabama",B19013_001,119928,11925
0159832,"Pinckard town, Alabama",B19013_001,54773,14079
0159880,"Pine Apple town, Alabama",B19013_001,41369,8945
0160240,"Pine Hill town, Alabama",B19013_001,39783,5986
0160264,"Pine Level CDP, Alabama",B19013_001,82301,29635
0160372,"Pine Ridge town, Alabama",B19013_001,77969,31428
0160648,"Pinson city, Alabama",B19013_001,83673,6348
0160720,"Pisgah town, Alabama",B19013_001,51667,13873
0161008,"Pleasant Grove city, Alabama",B19013_001,72917,5964
0161038,"Pleasant Groves town, Alabama",B19013_001,56300,4039
0161488,"Point Clear CDP, Alabama",B19013_001,69310,51137
0161536,"Pollard town, Alabama",B19013_001,68125,62707
0162075,"Powell town, Alabama",B19013_001,59655,3698
0162328,"Prattville city, Alabama",B19013_001,76176,5819
0162472,"Priceville town, Alabama",B19013_001,105362,12436
0162496,"Prichard city, Alabama",B19013_001,36110,6370
0162688,"Providence town, Alabama",B19013_001,67750,57605
0162952,"Putnam CDP, Alabama",B19013_001,NA,NA
0163216,"Ragland town, Alabama",B19013_001,39241,6025
0163288,"Rainbow City city, Alabama",B19013_001,60260,8301
0163336,"Rainsville city, Alabama",B19013_001,60339,18806
0163408,"Ranburne town, Alabama",B19013_001,75500,44861
0163495,"Ray CDP, Alabama",B19013_001,58958,27612
0163576,"Red Bay city, Alabama",B19013_001,33234,7347
0163730,"Redland CDP, Alabama",B19013_001,121033,13921
0163768,"Red Level town, Alabama",B19013_001,41875,27596
0163912,"Redstone Arsenal CDP, Alabama",B19013_001,121563,22932
0163984,"Reece City town, Alabama",B19013_001,67813,17391
0164040,"Reeltown CDP, Alabama",B19013_001,36250,35446
0164104,"Reform town, Alabama",B19013_001,32375,12871
0164152,"Rehobeth town, Alabama",B19013_001,68958,9983
0164248,"Remlap CDP, Alabama",B19013_001,75938,26271
0164368,"Repton town, Alabama",B19013_001,39000,3733
0164656,"Ridgeville town, Alabama",B19013_001,28036,15288
0164776,"River Falls town, Alabama",B19013_001,34000,11101
0164920,"Riverside city, Alabama",B19013_001,70208,18019
0165016,"Riverview town, Alabama",B19013_001,36250,11175
0165040,"Roanoke city, Alabama",B19013_001,43664,9514
0165208,"Robertsdale city, Alabama",B19013_001,55345,12306
0165412,"Rock Creek CDP, Alabama",B19013_001,71106,11699
0165472,"Rockford town, Alabama",B19013_001,36250,20639
0165592,"Rock Mills CDP, Alabama",B19013_001,NA,NA
0165784,"Rockville CDP, Alabama",B19013_001,NA,NA
0166216,"Rogersville town, Alabama",B19013_001,58229,17265
0166408,"Rosa town, Alabama",B19013_001,NA,NA
0167056,"Russellville city, Alabama",B19013_001,50411,7519
0167176,"Rutledge town, Alabama",B19013_001,NA,NA
0167536,"St. Florian town, Alabama",B19013_001,50000,27894
0167584,"St. Stephens CDP, Alabama",B19013_001,50042,42699
0167608,"Saks CDP, Alabama",B19013_001,53463,9071
